rule_id,rule_type,feature,scope,scope_value,metric,severity,text
00e3427f,Heterogeneity,food,Market,Australia,Brand_Linkage_T2B,medium,"Food is +1.1pp globally on Brand Linkage, but -2.3pp in Market=Australia. Reversal — drill into Market split before briefing."
6fa6cb42,Heterogeneity,food,Market,Belgium,Brand_Linkage_T2B,high,"Food is +1.1pp globally on Brand Linkage, but -6.1pp in Market=Belgium. Reversal — drill into Market split before briefing."
eea338b4,Heterogeneity,food,Market,China,Brand_Linkage_T2B,medium,"Food is +1.1pp globally on Brand Linkage, but -2.1pp in Market=China. Reversal — drill into Market split before briefing."
0c321653,Heterogeneity,food,Market,Germany,Brand_Linkage_T2B,medium,"Food is +1.1pp globally on Brand Linkage, but -2.2pp in Market=Germany. Reversal — drill into Market split before briefing."
c4ce001f,Heterogeneity,food,Market,Spain,Brand_Linkage_T2B,high,"Food is +1.1pp globally on Brand Linkage, but -4.3pp in Market=Spain. Reversal — drill into Market split before briefing."
b630f0ea,Heterogeneity,food,Market,Kazakhstan,Brand_Linkage_T2B,medium,"Food is +1.1pp globally on Brand Linkage, but -2.0pp in Market=Kazakhstan. Reversal — drill into Market split before briefing."
0dd01bec,Heterogeneity,food,Market,Belgium,Uniqueness_T2B,medium,"Food is +1.6pp globally on Uniqueness, but -1.5pp in Market=Belgium. Reversal — drill into Market split before briefing."
0797cfe8,Heterogeneity,food,Market,Spain,Uniqueness_T2B,medium,"Food is +1.6pp globally on Uniqueness, but -2.1pp in Market=Spain. Reversal — drill into Market split before briefing."
68ed23dc,Heterogeneity,food,Market,Australia,Shareability_T2B,medium,"Food is +1.7pp globally on Shareability, but -2.2pp in Market=Australia. Reversal — drill into Market split before briefing."
b9f6a37e,Heterogeneity,food,Market,Kazakhstan,Shareability_T2B,medium,"Food is +1.7pp globally on Shareability, but -1.9pp in Market=Kazakhstan. Reversal — drill into Market split before briefing."
06eea33c,Heterogeneity,food,Market,Australia,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -13.3pp in Market=Australia. Reversal — drill into Market split before briefing."
b7b517c4,Heterogeneity,food,Market,Belgium,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -11.1pp in Market=Belgium. Reversal — drill into Market split before briefing."
c6b11deb,Heterogeneity,food,Market,Spain,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -7.5pp in Market=Spain. Reversal — drill into Market split before briefing."
9734637a,Heterogeneity,food,Market,Kazakhstan,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -5.5pp in Market=Kazakhstan. Reversal — drill into Market split before briefing."
8834b270,Heterogeneity,food,Market,Romania,SCD_score,high,"Food is +4.8pp globally on SCD Score, but -4.4pp in Market=Romania. Reversal — drill into Market split before briefing."
970b0ccb,Heterogeneity,seasonal,Market,South Korea,Likeability_Love_Like_T2B,medium,"Seasonal is +2.8pp globally on Likeability, but -2.5pp in Market=South Korea. Reversal — drill into Market split before briefing."
bd805fdd,Heterogeneity,seasonal,Market,Ecuador,Experience_Recall_T2B,medium,"Seasonal is +4.0pp globally on Recall, but -2.2pp in Market=Ecuador. Reversal — drill into Market split before briefing."
63b9009a,Heterogeneity,seasonal,Market,South Korea,Experience_Recall_T2B,medium,"Seasonal is +4.0pp globally on Recall, but -2.8pp in Market=South Korea. Reversal — drill into Market split before briefing."
b32dbd17,Heterogeneity,additional_elements_and_product_placement,Market,Argentina,SCD_score,medium,"Additional Elements is -1.7pp globally on SCD Score, but +2.0pp in Market=Argentina. Reversal — drill into Market split before briefing."
27663102,Heterogeneity,additional_elements_and_product_placement,Market,Spain,SCD_score,high,"Additional Elements is -1.7pp globally on SCD Score, but +7.0pp in Market=Spain. Reversal — drill into Market split before briefing."
c5a2180c,Heterogeneity,additional_elements_and_product_placement,Market,France,SCD_score,high,"Additional Elements is -1.7pp globally on SCD Score, but +3.9pp in Market=France. Reversal — drill into Market split before briefing."
b00c3c2c,Heterogeneity,additional_elements_and_product_placement,Market,Italy,SCD_score,medium,"Additional Elements is -1.7pp globally on SCD Score, but +2.0pp in Market=Italy. Reversal — drill into Market split before briefing."
ceb70ea4,Heterogeneity,additional_elements_and_product_placement,Market,Kazakhstan,SCD_score,high,"Additional Elements is -1.7pp globally on SCD Score, but +26.0pp in Market=Kazakhstan. Reversal — drill into Market split before briefing."
c3dc6bd7,Heterogeneity,additional_elements_and_product_placement,Market,Mexico,SCD_score,medium,"Additional Elements is -1.7pp globally on SCD Score, but +2.6pp in Market=Mexico. Reversal — drill into Market split before briefing."
8a6c33d9,Heterogeneity,moments,Market,China,Experience_Recall_T2B,medium,"Moments is -1.7pp globally on Recall, but +2.8pp in Market=China. Reversal — drill into Market split before briefing."
f5b5ce7b,Heterogeneity,call_to_action,Market,Mexico,SCD_score,high,"Call To Action is -3.1pp globally on SCD Score, but +5.6pp in Market=Mexico. Reversal — drill into Market split before briefing."
16c909d3,Boundary Condition,human_presence,Global,Global,SCD_score,medium,"Human works differently by format on SCD Score: Video=+2.6pp, Print=-1.2pp. Check asset_type interaction before briefing."
7f3153db,Boundary Condition,product_presence,Global,Global,Attention_T2B,medium,"Product works differently by format on Attention: Video=+2.3pp, Print=-1.6pp. Check asset_type interaction before briefing."
fe26c77b,Boundary Condition,product_presence,Global,Global,Likeability_Love_Like_T2B,medium,"Product works differently by format on Likeability: Video=+2.6pp, Print=-0.4pp. Check asset_type interaction before briefing."
5ba164f2,Boundary Condition,product_presence,Global,Global,Brand_Linkage_T2B,medium,"Product works differently by format on Brand Linkage: Video=+1.8pp, Print=-1.1pp. Check asset_type interaction before briefing."
c5f7cfe6,Boundary Condition,product_presence,Global,Global,Uniqueness_T2B,medium,"Product works differently by format on Uniqueness: Video=+2.2pp, Print=-2.3pp. Check asset_type interaction before briefing."
21f1b590,Boundary Condition,product_presence,Global,Global,Shareability_T2B,medium,"Product works differently by format on Shareability: Video=+2.2pp, Print=-1.8pp. Check asset_type interaction before briefing."
1c281021,Boundary Condition,product_presence,Global,Global,SCD_score,medium,"Product works differently by format on SCD Score: Video=+4.9pp, Print=-1.1pp. Check asset_type interaction before briefing."
b48d6319,Boundary Condition,products,Global,Global,Attention_T2B,medium,"Products works differently by format on Attention: Video=+0.9pp, Print=-1.5pp. Check asset_type interaction before briefing."
2c547d42,Boundary Condition,products,Global,Global,Uniqueness_T2B,medium,"Products works differently by format on Uniqueness: Video=+1.1pp, Print=-1.3pp. Check asset_type interaction before briefing."
eaba30d1,Boundary Condition,products,Global,Global,Shareability_T2B,medium,"Products works differently by format on Shareability: Video=+1.5pp, Print=-0.6pp. Check asset_type interaction before briefing."
e9a66b3a,Boundary Condition,passion_point,Global,Global,Attention_T2B,medium,"Passion Point works differently by format on Attention: Video=+3.5pp, Print=-0.9pp. Check asset_type interaction before briefing."
374302bc,Boundary Condition,passion_point,Global,Global,Persuasion_T2B,medium,"Passion Point works differently by format on Persuasion: Video=+3.4pp, Print=-0.5pp. Check asset_type interaction before briefing."
0279a217,Boundary Condition,passion_point,Global,Global,Likeability_Love_Like_T2B,medium,"Passion Point works differently by format on Likeability: Video=+3.5pp, Print=-1.0pp. Check asset_type interaction before briefing."
71b8bac7,Boundary Condition,passion_point,Global,Global,Experience_Recall_T2B,medium,"Passion Point works differently by format on Recall: Video=+4.4pp, Print=-2.3pp. Check asset_type interaction before briefing."
53da65de,Boundary Condition,passion_point,Global,Global,Uniqueness_T2B,medium,"Passion Point works differently by format on Uniqueness: Video=+3.8pp, Print=-0.2pp. Check asset_type interaction before briefing."
e06a736a,Boundary Condition,passion_point,Global,Global,Shareability_T2B,medium,"Passion Point works differently by format on Shareability: Video=+4.1pp, Print=-0.4pp. Check asset_type interaction before briefing."
19fca55c,Boundary Condition,intrinsic_elements,Global,Global,Attention_T2B,medium,"Intrinsic Elements works differently by format on Attention: Video=+2.4pp, Print=-0.3pp. Check asset_type interaction before briefing."
6a8361a8,Boundary Condition,intrinsic_elements,Global,Global,Brand_Linkage_T2B,medium,"Intrinsic Elements works differently by format on Brand Linkage: Video=+1.0pp, Print=-1.3pp. Check asset_type interaction before briefing."
d60e3ad7,Boundary Condition,intrinsic_elements,Global,Global,Uniqueness_T2B,medium,"Intrinsic Elements works differently by format on Uniqueness: Video=+1.3pp, Print=-2.0pp. Check asset_type interaction before briefing."
17f62864,Boundary Condition,intrinsic_elements,Global,Global,Shareability_T2B,medium,"Intrinsic Elements works differently by format on Shareability: Video=+1.8pp, Print=-1.2pp. Check asset_type interaction before briefing."
da585cd8,Boundary Condition,seasonal,Global,Global,Attention_T2B,medium,"Seasonal works differently by format on Attention: Video=+2.8pp, Print=-2.2pp. Check asset_type interaction before briefing."
abde76d0,Boundary Condition,seasonal,Global,Global,Persuasion_T2B,medium,"Seasonal works differently by format on Persuasion: Video=+0.3pp, Print=-5.6pp. Check asset_type interaction before briefing."
ab0d4ec5,Boundary Condition,seasonal,Global,Global,Likeability_Love_Like_T2B,medium,"Seasonal works differently by format on Likeability: Video=+3.5pp, Print=-2.5pp. Check asset_type interaction before briefing."
d5e4d627,Boundary Condition,seasonal,Global,Global,Experience_Recall_T2B,medium,"Seasonal works differently by format on Recall: Video=+5.7pp, Print=-3.4pp. Check asset_type interaction before briefing."
51720231,Boundary Condition,seasonal,Global,Global,Uniqueness_T2B,medium,"Seasonal works differently by format on Uniqueness: Video=+4.0pp, Print=-2.3pp. Check asset_type interaction before briefing."
39c63f64,Boundary Condition,seasonal,Global,Global,Shareability_T2B,medium,"Seasonal works differently by format on Shareability: Video=+2.7pp, Print=-3.7pp. Check asset_type interaction before briefing."
059f7f47,Boundary Condition,additional_elements_and_product_placement,Global,Global,Attention_T2B,medium,"Additional Elements works differently by format on Attention: Video=+0.9pp, Print=-4.9pp. Check asset_type interaction before briefing."
b488055e,Boundary Condition,additional_elements_and_product_placement,Global,Global,Persuasion_T2B,medium,"Additional Elements works differently by format on Persuasion: Video=+0.6pp, Print=-6.9pp. Check asset_type interaction before briefing."
d7f083c2,Boundary Condition,additional_elements_and_product_placement,Global,Global,Likeability_Love_Like_T2B,medium,"Additional Elements works differently by format on Likeability: Video=+0.2pp, Print=-6.4pp. Check asset_type interaction before briefing."
83a3d408,Boundary Condition,additional_elements_and_product_placement,Global,Global,Experience_Recall_T2B,medium,"Additional Elements works differently by format on Recall: Video=+2.0pp, Print=-4.6pp. Check asset_type interaction before briefing."
8051f2b7,Boundary Condition,additional_elements_and_product_placement,Global,Global,Brand_Linkage_T2B,medium,"Additional Elements works differently by format on Brand Linkage: Video=+1.5pp, Print=-2.4pp. Check asset_type interaction before briefing."
b56006bd,Boundary Condition,additional_elements_and_product_placement,Global,Global,Uniqueness_T2B,medium,"Additional Elements works differently by format on Uniqueness: Video=+1.1pp, Print=-5.0pp. Check asset_type interaction before briefing."
06366085,Boundary Condition,additional_elements_and_product_placement,Global,Global,Shareability_T2B,medium,"Additional Elements works differently by format on Shareability: Video=+1.0pp, Print=-5.5pp. Check asset_type interaction before briefing."
325e59cc,Boundary Condition,additional_elements_and_product_placement,Global,Global,SCD_score,medium,"Additional Elements works differently by format on SCD Score: Video=-3.1pp, Print=+2.7pp. Check asset_type interaction before briefing."
88730458,Boundary Condition,emotions,Global,Global,Experience_Recall_T2B,medium,"Emotions works differently by format on Recall: Video=+2.7pp, Print=-1.3pp. Check asset_type interaction before briefing."
6cf95a98,Boundary Condition,music_style,Global,Global,Likeability_Love_Like_T2B,medium,"Music Style works differently by format on Likeability: Video=+3.5pp, Print=-2.3pp. Check asset_type interaction before briefing."
933e2545,Boundary Condition,music_style,Global,Global,Experience_Recall_T2B,medium,"Music Style works differently by format on Recall: Video=+1.1pp, Print=-2.7pp. Check asset_type interaction before briefing."
9b602d52,Boundary Condition,music_style,Global,Global,Brand_Linkage_T2B,medium,"Music Style works differently by format on Brand Linkage: Video=+1.4pp, Print=-2.1pp. Check asset_type interaction before briefing."
9aca3281,Boundary Condition,music_style,Global,Global,Uniqueness_T2B,medium,"Music Style works differently by format on Uniqueness: Video=+3.3pp, Print=-1.2pp. Check asset_type interaction before briefing."
cf802ac0,Boundary Condition,music_style,Global,Global,Shareability_T2B,medium,"Music Style works differently by format on Shareability: Video=+2.5pp, Print=-1.0pp. Check asset_type interaction before briefing."
f0a2083a,Boundary Condition,music_style,Global,Global,SCD_score,medium,"Music Style works differently by format on SCD Score: Video=+4.5pp, Print=-0.3pp. Check asset_type interaction before briefing."
b1bced6c,Boundary Condition,moments,Global,Global,Attention_T2B,medium,"Moments works differently by format on Attention: Video=-1.5pp, Print=+1.2pp. Check asset_type interaction before briefing."
1f8da172,Boundary Condition,moments,Global,Global,Persuasion_T2B,medium,"Moments works differently by format on Persuasion: Video=-2.3pp, Print=+0.6pp. Check asset_type interaction before briefing."
6af4c42d,Boundary Condition,moments,Global,Global,Likeability_Love_Like_T2B,medium,"Moments works differently by format on Likeability: Video=-3.0pp, Print=+1.9pp. Check asset_type interaction before briefing."
d7cc66ba,Boundary Condition,moments,Global,Global,Experience_Recall_T2B,medium,"Moments works differently by format on Recall: Video=-3.1pp, Print=+0.4pp. Check asset_type interaction before briefing."
6ef98aff,Boundary Condition,moments,Global,Global,Brand_Linkage_T2B,medium,"Moments works differently by format on Brand Linkage: Video=-1.1pp, Print=+1.6pp. Check asset_type interaction before briefing."
9e56b316,Boundary Condition,moments,Global,Global,Uniqueness_T2B,medium,"Moments works differently by format on Uniqueness: Video=-1.3pp, Print=+1.6pp. Check asset_type interaction before briefing."
47a1e69a,Boundary Condition,call_to_action,Global,Global,Attention_T2B,medium,"Call To Action works differently by format on Attention: Video=+3.1pp, Print=-3.8pp. Check asset_type interaction before briefing."
a33ddbb7,Boundary Condition,call_to_action,Global,Global,Persuasion_T2B,medium,"Call To Action works differently by format on Persuasion: Video=+2.7pp, Print=-4.6pp. Check asset_type interaction before briefing."
6940a116,Boundary Condition,call_to_action,Global,Global,Likeability_Love_Like_T2B,medium,"Call To Action works differently by format on Likeability: Video=+1.0pp, Print=-4.3pp. Check asset_type interaction before briefing."
479be521,Boundary Condition,call_to_action,Global,Global,Brand_Linkage_T2B,medium,"Call To Action works differently by format on Brand Linkage: Video=+3.1pp, Print=-2.8pp. Check asset_type interaction before briefing."
716dbda9,Boundary Condition,call_to_action,Global,Global,Uniqueness_T2B,medium,"Call To Action works differently by format on Uniqueness: Video=+3.5pp, Print=-4.9pp. Check asset_type interaction before briefing."
fe32e73f,Boundary Condition,call_to_action,Global,Global,Shareability_T2B,medium,"Call To Action works differently by format on Shareability: Video=+4.3pp, Print=-3.8pp. Check asset_type interaction before briefing."
c510390b,Opportunity,animals_and_pets_presence,Global,Global,Attention_T2B,medium,"Animals And Pets delivers +3.9pp on Attention (***), but only in 6% of assets. Untapped opportunity — test more assets with this feature."
e7799eda,Opportunity,animals_and_pets_presence,Global,Global,Likeability_Love_Like_T2B,high,"Animals And Pets delivers +5.8pp on Likeability (***), but only in 6% of assets. Untapped opportunity — test more assets with this feature."
a4d854fb,Opportunity,animals_and_pets_presence,Global,Global,Experience_Recall_T2B,medium,"Animals And Pets delivers +4.0pp on Recall (***), but only in 6% of assets. Untapped opportunity — test more assets with this feature."
93b26c8b,Opportunity,animals_and_pets_presence,Global,Global,Brand_Linkage_T2B,medium,"Animals And Pets delivers +2.5pp on Brand Linkage (**), but only in 6% of assets. Untapped opportunity — test more assets with this feature."
f5ccc0c0,Opportunity,animals_and_pets_presence,Global,Global,Uniqueness_T2B,high,"Animals And Pets delivers +4.3pp on Uniqueness (***), but only in 6% of assets. Untapped opportunity — test more assets with this feature."
907bf83e,Opportunity,animals_and_pets_presence,Global,Global,Shareability_T2B,medium,"Animals And Pets delivers +2.6pp on Shareability (*), but only in 6% of assets. Untapped opportunity — test more assets with this feature."
2ba33bb8,Opportunity,animals_and_pets_presence,Global,Global,SCD_score,high,"Animals And Pets delivers +8.7pp on SCD Score (***), but only in 6% of assets. Untapped opportunity — test more assets with this feature."
d131c097,Opportunity,outdoors,Global,Global,Attention_T2B,medium,"Outdoors delivers +3.3pp on Attention (***), but only in 16% of assets. Untapped opportunity — test more assets with this feature."
efefd49d,Opportunity,outdoors,Global,Global,Likeability_Love_Like_T2B,high,"Outdoors delivers +4.2pp on Likeability (***), but only in 16% of assets. Untapped opportunity — test more assets with this feature."
91837ce9,Opportunity,outdoors,Global,Global,Experience_Recall_T2B,high,"Outdoors delivers +4.0pp on Recall (***), but only in 16% of assets. Untapped opportunity — test more assets with this feature."
4af6a2b4,Opportunity,outdoors,Global,Global,Uniqueness_T2B,medium,"Outdoors delivers +3.9pp on Uniqueness (***), but only in 16% of assets. Untapped opportunity — test more assets with this feature."
7f7a4a31,Opportunity,outdoors,Global,Global,Shareability_T2B,medium,"Outdoors delivers +2.3pp on Shareability (***), but only in 16% of assets. Untapped opportunity — test more assets with this feature."
6b4c319f,Opportunity,outdoors,Global,Global,SCD_score,high,"Outdoors delivers +7.1pp on SCD Score (***), but only in 16% of assets. Untapped opportunity — test more assets with this feature."
5911417e,Opportunity,occasions,Global,Global,Attention_T2B,medium,"Occasions delivers +2.2pp on Attention (***), but only in 17% of assets. Untapped opportunity — test more assets with this feature."
aac21bf1,Opportunity,occasions,Global,Global,Likeability_Love_Like_T2B,medium,"Occasions delivers +3.5pp on Likeability (***), but only in 17% of assets. Untapped opportunity — test more assets with this feature."
f2d65003,Opportunity,occasions,Global,Global,Experience_Recall_T2B,medium,"Occasions delivers +3.6pp on Recall (***), but only in 17% of assets. Untapped opportunity — test more assets with this feature."
7f41b4bd,Opportunity,occasions,Global,Global,Brand_Linkage_T2B,medium,"Occasions delivers +3.6pp on Brand Linkage (***), but only in 17% of assets. Untapped opportunity — test more assets with this feature."
6b713574,Opportunity,occasions,Global,Global,Uniqueness_T2B,medium,"Occasions delivers +3.1pp on Uniqueness (***), but only in 17% of assets. Untapped opportunity — test more assets with this feature."
9267ec17,Opportunity,occasions,Global,Global,SCD_score,high,"Occasions delivers +10.8pp on SCD Score (***), but only in 17% of assets. Untapped opportunity — test more assets with this feature."
d363fa04,Opportunity,seasonal,Global,Global,Attention_T2B,medium,"Seasonal delivers +2.1pp on Attention (*), but only in 8% of assets. Untapped opportunity — test more assets with this feature."
ef99fec2,Opportunity,seasonal,Global,Global,Likeability_Love_Like_T2B,medium,"Seasonal delivers +2.8pp on Likeability (**), but only in 8% of assets. Untapped opportunity — test more assets with this feature."
0a2e2452,Opportunity,seasonal,Global,Global,Experience_Recall_T2B,medium,"Seasonal delivers +4.0pp on Recall (***), but only in 8% of assets. Untapped opportunity — test more assets with this feature."
ac47ab58,Opportunity,seasonal,Global,Global,Brand_Linkage_T2B,high,"Seasonal delivers +4.2pp on Brand Linkage (***), but only in 8% of assets. Untapped opportunity — test more assets with this feature."
7bfc86f6,Opportunity,seasonal,Global,Global,Uniqueness_T2B,medium,"Seasonal delivers +3.1pp on Uniqueness (***), but only in 8% of assets. Untapped opportunity — test more assets with this feature."
47eb4be8,Opportunity,seasonal,Global,Global,SCD_score,high,"Seasonal delivers +8.6pp on SCD Score (***), but only in 8% of assets. Untapped opportunity — test more assets with this feature."
67bacf0e,Opportunity,emotions,Global,Global,Attention_T2B,medium,"Emotions delivers +2.6pp on Attention (*), but only in 4% of assets. Untapped opportunity — test more assets with this feature."
c2afaad3,Opportunity,emotions,Global,Global,Persuasion_T2B,medium,"Emotions delivers +3.2pp on Persuasion (*), but only in 4% of assets. Untapped opportunity — test more assets with this feature."
6691f418,Opportunity,emotions,Global,Global,Likeability_Love_Like_T2B,medium,"Emotions delivers +3.6pp on Likeability (**), but only in 4% of assets. Untapped opportunity — test more assets with this feature."
a2f40976,Opportunity,emotions,Global,Global,Experience_Recall_T2B,medium,"Emotions delivers +2.9pp on Recall (*), but only in 4% of assets. Untapped opportunity — test more assets with this feature."
fc8184b4,Opportunity,emotions,Global,Global,Uniqueness_T2B,medium,"Emotions delivers +2.6pp on Uniqueness (*), but only in 4% of assets. Untapped opportunity — test more assets with this feature."
87dcae4b,Opportunity,emotions,Global,Global,Shareability_T2B,medium,"Emotions delivers +3.0pp on Shareability (*), but only in 4% of assets. Untapped opportunity — test more assets with this feature."
af318df8,Opportunity,music_style,Global,Global,Attention_T2B,medium,"Music Style delivers +3.8pp on Attention (**), but only in 3% of assets. Untapped opportunity — test more assets with this feature."
14c53a21,Opportunity,music_style,Global,Global,Likeability_Love_Like_T2B,medium,"Music Style delivers +4.0pp on Likeability (**), but only in 3% of assets. Untapped opportunity — test more assets with this feature."
552e379f,Opportunity,music_style,Global,Global,Uniqueness_T2B,medium,"Music Style delivers +3.7pp on Uniqueness (**), but only in 3% of assets. Untapped opportunity — test more assets with this feature."
6bfeb4a4,Outlier,human_presence,OU,GCM,SCD_score,medium,Human in OU=GCM scores +11.0pp — 2.0σ from peer average (+1.6pp). Compare to similar OUs.
82589c33,Outlier,food_presence,OU,INSWA,Experience_Recall_T2B,medium,Food in OU=INSWA scores -6.7pp — 2.6σ from peer average (+1.0pp). Compare to similar OUs.
2bbbf5e2,Outlier,food_presence,OU,INSWA,SCD_score,medium,Food in OU=INSWA scores -6.3pp — 2.2σ from peer average (+4.3pp). Compare to similar OUs.
390278d0,Outlier,product_presence,OU,GCM,SCD_score,medium,Product in OU=GCM scores +15.0pp — 2.2σ from peer average (+2.4pp). Compare to similar OUs.
93a334ec,Outlier,indoors,OU,INSWA,Attention_T2B,medium,Indoors in OU=INSWA scores -0.9pp — 2.3σ from peer average (+1.6pp). Compare to similar OUs.
5b13fa61,Outlier,indoors,OU,INSWA,Likeability_Love_Like_T2B,medium,Indoors in OU=INSWA scores +0.0pp — 2.4σ from peer average (+2.5pp). Compare to similar OUs.
c45cf8a8,Outlier,indoors,OU,INSWA,Experience_Recall_T2B,medium,Indoors in OU=INSWA scores -7.7pp — 2.3σ from peer average (+0.2pp). Compare to similar OUs.
0b9de87a,Outlier,indoors,OU,INSWA,Uniqueness_T2B,medium,Indoors in OU=INSWA scores -0.5pp — 2.1σ from peer average (+1.8pp). Compare to similar OUs.
748eb4aa,Outlier,indoors,OU,INSWA,Shareability_T2B,medium,Indoors in OU=INSWA scores -0.4pp — 2.1σ from peer average (+1.2pp). Compare to similar OUs.
fa7dcde2,Outlier,outdoors,OU,INSWA,Likeability_Love_Like_T2B,medium,Outdoors in OU=INSWA scores -0.7pp — 2.1σ from peer average (+3.7pp). Compare to similar OUs.
3d8250ce,Outlier,color_spectrum,OU,NAOU,Attention_T2B,medium,Color Spectrum in OU=NAOU scores +5.4pp — 2.1σ from peer average (+2.0pp). Compare to similar OUs.
9e06e81d,Outlier,color_spectrum,OU,INSWA,Likeability_Love_Like_T2B,medium,Color Spectrum in OU=INSWA scores -6.1pp — 2.2σ from peer average (+2.0pp). Compare to similar OUs.
5b4c162f,Outlier,color_spectrum,OU,INSWA,Experience_Recall_T2B,medium,Color Spectrum in OU=INSWA scores -8.1pp — 2.3σ from peer average (+1.0pp). Compare to similar OUs.
4ef22d55,Outlier,color_spectrum,OU,INSWA,Shareability_T2B,medium,Color Spectrum in OU=INSWA scores -3.8pp — 2.1σ from peer average (+0.4pp). Compare to similar OUs.
7dd53b2d,Outlier,tone,OU,JSK,Persuasion_T2B,medium,Tone in OU=JSK scores +3.9pp — 2.4σ from peer average (+0.3pp). Compare to similar OUs.
0d33371f,Outlier,tone,OU,JSK,Likeability_Love_Like_T2B,medium,Tone in OU=JSK scores +5.4pp — 2.1σ from peer average (+1.8pp). Compare to similar OUs.
3a9a7e45,Outlier,tone,OU,INSWA,Experience_Recall_T2B,medium,Tone in OU=INSWA scores -6.1pp — 2.0σ from peer average (+0.6pp). Compare to similar OUs.
7ad53a65,Outlier,tone,OU,INSWA,Uniqueness_T2B,medium,Tone in OU=INSWA scores -0.9pp — 2.1σ from peer average (+1.6pp). Compare to similar OUs.
dc010c2b,Outlier,passion_point,OU,INSWA,Experience_Recall_T2B,medium,Passion Point in OU=INSWA scores -3.9pp — 2.0σ from peer average (+1.0pp). Compare to similar OUs.
e77a8b57,Outlier,intrinsic_elements,OU,INSWA,Attention_T2B,medium,Intrinsic Elements in OU=INSWA scores -2.3pp — 2.2σ from peer average (+1.0pp). Compare to similar OUs.
8bd1430d,Outlier,intrinsic_elements,OU,INSWA,Likeability_Love_Like_T2B,medium,Intrinsic Elements in OU=INSWA scores -3.1pp — 2.3σ from peer average (+1.8pp). Compare to similar OUs.
6a66b7a8,Outlier,food,OU,INSWA,Experience_Recall_T2B,medium,Food in OU=INSWA scores -7.8pp — 2.4σ from peer average (+0.2pp). Compare to similar OUs.
73a25e6f,Outlier,food,OU,INSWA,SCD_score,medium,Food in OU=INSWA scores -16.2pp — 2.4σ from peer average (+2.8pp). Compare to similar OUs.
afa750a0,Outlier,seasonal,OU,EME,Attention_T2B,medium,Seasonal in OU=EME scores -6.2pp — 2.0σ from peer average (+2.8pp). Compare to similar OUs.
200f4795,Outlier,additional_elements_and_product_placement,OU,JSK,Attention_T2B,medium,Additional Elements in OU=JSK scores -6.5pp — 2.1σ from peer average (-1.2pp). Compare to similar OUs.
e11da0e8,Outlier,additional_elements_and_product_placement,OU,JSK,Persuasion_T2B,medium,Additional Elements in OU=JSK scores -7.5pp — 2.1σ from peer average (-1.6pp). Compare to similar OUs.
d298cf7b,Outlier,additional_elements_and_product_placement,OU,AOU,Brand_Linkage_T2B,medium,Additional Elements in OU=AOU scores +3.4pp — 2.0σ from peer average (-0.3pp). Compare to similar OUs.
4b9ba108,Outlier,additional_elements_and_product_placement,OU,JSK,SCD_score,medium,Additional Elements in OU=JSK scores -19.4pp — 2.0σ from peer average (-3.0pp). Compare to similar OUs.
8bfcfd02,Outlier,tone,Category,Alcoholic RTD,Attention_T2B,medium,Tone in Category=Alcoholic RTD scores -13.7pp — 2.1σ from peer average (-0.3pp). Compare to similar Categorys.
894ed1ee,Outlier,tone,Category,Alcoholic RTD,Persuasion_T2B,medium,Tone in Category=Alcoholic RTD scores -14.3pp — 2.1σ from peer average (-1.6pp). Compare to similar Categorys.
fc3ee396,Outlier,tone,Category,Alcoholic RTD,Likeability_Love_Like_T2B,medium,Tone in Category=Alcoholic RTD scores -17.6pp — 2.1σ from peer average (-0.4pp). Compare to similar Categorys.
0eb1cc34,Outlier,tone,Category,Alcoholic RTD,Brand_Linkage_T2B,medium,Tone in Category=Alcoholic RTD scores -6.6pp — 2.0σ from peer average (-0.5pp). Compare to similar Categorys.
41b421ca,Outlier,tone,Category,Alcoholic RTD,Shareability_T2B,medium,Tone in Category=Alcoholic RTD scores -14.8pp — 2.1σ from peer average (-1.1pp). Compare to similar Categorys.
d676e736,Outlier,intrinsic_elements,Category,Alcoholic RTD,Attention_T2B,medium,Intrinsic Elements in Category=Alcoholic RTD scores -7.5pp — 2.1σ from peer average (+0.8pp). Compare to similar Categorys.
60699c8b,Outlier,intrinsic_elements,Category,Alcoholic RTD,Likeability_Love_Like_T2B,medium,Intrinsic Elements in Category=Alcoholic RTD scores -10.6pp — 2.1σ from peer average (+0.6pp). Compare to similar Categorys.
9909598f,Outlier,intrinsic_elements,Category,Alcoholic RTD,Uniqueness_T2B,medium,Intrinsic Elements in Category=Alcoholic RTD scores -8.6pp — 2.0σ from peer average (-0.2pp). Compare to similar Categorys.
df5a5b30,Consensus,animals_and_pets_presence,Global,Global,All metrics,low,"Animals And Pets is positive across all 3 metrics: Attention +3.9pp, Persuasion +1.4pp, Likeability +5.8pp. Safe to brief — no trade-offs detected."
eb4ed8b7,Consensus,color_spectrum,Global,Global,All metrics,low,"Color Spectrum is positive across all 3 metrics: Attention +2.8pp, Persuasion +2.8pp, Likeability +3.8pp. Safe to brief — no trade-offs detected."
