insight_id,filter,filter_value,insight_key,feature,feature_display,metric,metric_display,direction,effect_size,effect_size_cohen_d,evidence_uplift_pp,evidence_n_has,evidence_n_abs,evidence_baseline_pp,evidence_sig,evidence_p_value,quality_flags,confidence,text
35e1766d,Market,Colombia,Feature,human_presence,Human,Uniqueness_T2B,Uniqueness,positive,medium,0.216,1.34,69,55,65.33,ns,0.23723,multiple_testing_risk,low,Human is associated with 1.3pp higher Uniqueness in Market = Colombia (n=69 with feature; ns).
7e5bba25,Market,Colombia,Feature,human_presence,Human,Shareability_T2B,Shareability,positive,medium,0.216,1.31,69,55,53.6,ns,0.12878,multiple_testing_risk,low,Human is associated with 1.3pp higher Shareability in Market = Colombia (n=69 with feature; ns).
d4b8dfab,Market,Colombia,Feature,human_presence,Human,SCD_score,SCD Score,positive,medium,0.284,7.32,69,55,46.21,ns,0.11896,multiple_testing_risk,low,Human is associated with 7.3pp higher SCD Score in Market = Colombia (n=69 with feature; ns).
e295831a,Market,Colombia,Feature,food_presence,Food,Attention_T2B,Attention,positive,medium,0.268,1.54,26,98,66.13,ns,0.3851,"small_sample, multiple_testing_risk",low,Food is associated with 1.5pp higher Attention in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
87008ab6,Market,Colombia,Feature,food_presence,Food,Persuasion_T2B,Persuasion,positive,medium,0.259,1.46,26,98,62.62,ns,0.38846,"small_sample, multiple_testing_risk",low,Food is associated with 1.5pp higher Persuasion in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
9c31f14b,Market,Colombia,Feature,food_presence,Food,Likeability_Love_Like_T2B,Likeability,positive,medium,0.423,2.97,26,98,61.37,ns,0.08966,"small_sample, multiple_testing_risk",low,Food is associated with 3.0pp higher Likeability in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
bbc6fee6,Market,Colombia,Feature,food_presence,Food,Experience_Recall_T2B,Recall,positive,medium,0.201,2.21,26,98,36.43,ns,0.58276,"small_sample, multiple_testing_risk",low,Food is associated with 2.2pp higher Recall in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
be4568d0,Market,Colombia,Feature,food_presence,Food,Brand_Linkage_T2B,Brand Linkage,positive,small,0.091,0.56,26,98,56.22,ns,0.68765,"small_sample, multiple_testing_risk",low,Food is associated with 0.6pp higher Brand Linkage in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
2afc0dca,Market,Colombia,Feature,food_presence,Food,Uniqueness_T2B,Uniqueness,positive,small,0.008,0.04,26,98,66.06,ns,0.74726,"small_sample, multiple_testing_risk",low,Food is associated with 0.0pp higher Uniqueness in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
51ec7c29,Market,Colombia,Feature,food_presence,Food,Shareability_T2B,Shareability,positive,medium,0.258,1.48,26,98,54.02,ns,0.15179,"small_sample, multiple_testing_risk",low,Food is associated with 1.5pp higher Shareability in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
bbcd226c,Market,Colombia,Feature,food_presence,Food,SCD_score,SCD Score,positive,small,0.184,4.34,26,98,49.37,ns,0.53731,"small_sample, multiple_testing_risk",low,Food is associated with 4.3pp higher SCD Score in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
9b3826bf,Market,Colombia,Feature,product_presence,Product,Attention_T2B,Attention,positive,medium,0.287,1.75,59,65,65.62,ns,0.06414,multiple_testing_risk,low,Product is associated with 1.8pp higher Attention in Market = Colombia (n=59 with feature; ns).
7d29c1f0,Market,Colombia,Feature,product_presence,Product,Persuasion_T2B,Persuasion,positive,medium,0.313,1.91,59,65,62.02,ns,0.05223,multiple_testing_risk,low,Product is associated with 1.9pp higher Persuasion in Market = Colombia (n=59 with feature; ns).
54ea1382,Market,Colombia,Feature,product_presence,Product,Likeability_Love_Like_T2B,Likeability,positive,medium,0.379,2.81,59,65,60.66,*,0.01678,multiple_testing_risk,medium,Product is associated with 2.8pp higher Likeability in Market = Colombia (n=59 with feature; *).
f8bff92f,Market,Colombia,Feature,product_presence,Product,Experience_Recall_T2B,Recall,positive,small,0.006,0.07,59,65,36.87,ns,0.91632,multiple_testing_risk,low,Product is associated with 0.1pp higher Recall in Market = Colombia (n=59 with feature; ns).
b7496b5d,Market,Colombia,Feature,product_presence,Product,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.241,1.61,59,65,55.58,ns,0.15827,multiple_testing_risk,low,Product is associated with 1.6pp higher Brand Linkage in Market = Colombia (n=59 with feature; ns).
b2a91f5e,Market,Colombia,Feature,product_presence,Product,Uniqueness_T2B,Uniqueness,positive,small,0.015,0.09,59,65,66.03,ns,0.90046,multiple_testing_risk,low,Product is associated with 0.1pp higher Uniqueness in Market = Colombia (n=59 with feature; ns).
f7c57d09,Market,Colombia,Feature,product_presence,Product,Shareability_T2B,Shareability,positive,medium,0.222,1.34,59,65,53.7,ns,0.16124,multiple_testing_risk,low,Product is associated with 1.3pp higher Shareability in Market = Colombia (n=59 with feature; ns).
72a279cd,Market,Colombia,Feature,product_presence,Product,SCD_score,SCD Score,positive,small,0.179,4.59,59,65,48.09,ns,0.30741,multiple_testing_risk,low,Product is associated with 4.6pp higher SCD Score in Market = Colombia (n=59 with feature; ns).
e3a51462,Market,Colombia,Feature,indoors,Indoors,Attention_T2B,Attention,positive,small,0.172,1.05,42,82,66.1,ns,0.40269,multiple_testing_risk,low,Indoors is associated with 1.1pp higher Attention in Market = Colombia (n=42 with feature; ns).
215dc612,Market,Colombia,Feature,indoors,Indoors,Persuasion_T2B,Persuasion,positive,small,0.169,1.03,42,82,62.57,ns,0.34598,multiple_testing_risk,low,Indoors is associated with 1.0pp higher Persuasion in Market = Colombia (n=42 with feature; ns).
0ed3962e,Market,Colombia,Feature,indoors,Indoors,Likeability_Love_Like_T2B,Likeability,positive,medium,0.34,2.49,42,82,61.15,ns,0.0543,multiple_testing_risk,low,Indoors is associated with 2.5pp higher Likeability in Market = Colombia (n=42 with feature; ns).
d8a3020b,Market,Colombia,Feature,indoors,Indoors,Experience_Recall_T2B,Recall,negative,medium,-0.408,-4.02,42,82,38.26,*,0.03632,multiple_testing_risk,medium,Indoors is associated with 4.0pp lower Recall in Market = Colombia (n=42 with feature; *).
ef85bf6b,Market,Colombia,Feature,indoors,Indoors,Brand_Linkage_T2B,Brand Linkage,positive,small,0.133,0.88,42,82,56.04,ns,0.5281,multiple_testing_risk,low,Indoors is associated with 0.9pp higher Brand Linkage in Market = Colombia (n=42 with feature; ns).
6ca0ebd7,Market,Colombia,Feature,indoors,Indoors,Uniqueness_T2B,Uniqueness,positive,medium,0.292,1.76,42,82,65.48,ns,0.15478,multiple_testing_risk,low,Indoors is associated with 1.8pp higher Uniqueness in Market = Colombia (n=42 with feature; ns).
aec40b44,Market,Colombia,Feature,indoors,Indoors,Shareability_T2B,Shareability,positive,medium,0.481,2.8,42,82,53.39,**,0.00917,multiple_testing_risk,medium,Indoors is associated with 2.8pp higher Shareability in Market = Colombia (n=42 with feature; **).
15da6a4c,Market,Colombia,Feature,indoors,Indoors,SCD_score,SCD Score,positive,small,0.194,4.85,42,82,48.64,ns,0.37651,multiple_testing_risk,low,Indoors is associated with 4.8pp higher SCD Score in Market = Colombia (n=42 with feature; ns).
501b5f48,Market,Colombia,Feature,outdoors,Outdoors,Attention_T2B,Attention,positive,medium,0.272,1.62,12,112,66.3,ns,0.4294,"small_sample, multiple_testing_risk",low,Outdoors is associated with 1.6pp higher Attention in Market = Colombia (n=12 with feature; ns). Small sample — treat as directional.
02eea733,Market,Colombia,Feature,outdoors,Outdoors,Persuasion_T2B,Persuasion,positive,small,0.062,0.33,12,112,62.89,ns,0.80311,"small_sample, multiple_testing_risk",low,Outdoors is associated with 0.3pp higher Persuasion in Market = Colombia (n=12 with feature; ns). Small sample — treat as directional.
d1e46eb6,Market,Colombia,Feature,outdoors,Outdoors,Likeability_Love_Like_T2B,Likeability,positive,large,0.57,4.5,12,112,61.56,*,0.04563,"small_sample, multiple_testing_risk",low,Outdoors is associated with 4.5pp higher Likeability in Market = Colombia (n=12 with feature; *). Small sample — treat as directional.
76c9b39c,Market,Colombia,Feature,outdoors,Outdoors,Experience_Recall_T2B,Recall,positive,medium,0.228,2.9,12,112,36.62,ns,0.92257,"small_sample, multiple_testing_risk",low,Outdoors is associated with 2.9pp higher Recall in Market = Colombia (n=12 with feature; ns). Small sample — treat as directional.
a34b9dc0,Market,Colombia,Feature,outdoors,Outdoors,Brand_Linkage_T2B,Brand Linkage,positive,small,0.13,0.87,12,112,56.25,ns,0.59149,"small_sample, multiple_testing_risk",low,Outdoors is associated with 0.9pp higher Brand Linkage in Market = Colombia (n=12 with feature; ns). Small sample — treat as directional.
5f0a687a,Market,Colombia,Feature,outdoors,Outdoors,Uniqueness_T2B,Uniqueness,positive,medium,0.249,1.48,12,112,65.93,ns,0.43435,"small_sample, multiple_testing_risk",low,Outdoors is associated with 1.5pp higher Uniqueness in Market = Colombia (n=12 with feature; ns). Small sample — treat as directional.
8b0058ba,Market,Colombia,Feature,outdoors,Outdoors,Shareability_T2B,Shareability,positive,small,0.166,1.04,12,112,54.23,ns,0.60913,"small_sample, multiple_testing_risk",low,Outdoors is associated with 1.0pp higher Shareability in Market = Colombia (n=12 with feature; ns). Small sample — treat as directional.
f8b1aaa3,Market,Colombia,Feature,outdoors,Outdoors,SCD_score,SCD Score,positive,small,0.112,2.72,12,112,50.02,ns,0.81621,"small_sample, multiple_testing_risk",low,Outdoors is associated with 2.7pp higher SCD Score in Market = Colombia (n=12 with feature; ns). Small sample — treat as directional.
d60b092d,Market,Colombia,Feature,color_spectrum,Color Spectrum,Attention_T2B,Attention,positive,large,0.542,3.17,97,27,63.98,*,0.01792,"small_sample, multiple_testing_risk",medium,Color Spectrum is associated with 3.2pp higher Attention in Market = Colombia (n=97 with feature; *). Small sample — treat as directional.
114a29f6,Market,Colombia,Feature,color_spectrum,Color Spectrum,Persuasion_T2B,Persuasion,positive,large,0.535,3.26,97,27,60.37,*,0.01792,"small_sample, multiple_testing_risk",medium,Color Spectrum is associated with 3.3pp higher Persuasion in Market = Colombia (n=97 with feature; *). Small sample — treat as directional.
390957ad,Market,Colombia,Feature,color_spectrum,Color Spectrum,Likeability_Love_Like_T2B,Likeability,positive,large,0.897,6.13,97,27,57.2,***,0.00018,"small_sample, multiple_testing_risk",medium,Color Spectrum is associated with 6.1pp higher Likeability in Market = Colombia (n=97 with feature; ***). Small sample — treat as directional.
ebd7ee60,Market,Colombia,Feature,color_spectrum,Color Spectrum,Experience_Recall_T2B,Recall,positive,small,0.103,0.97,97,27,36.14,ns,0.88925,"small_sample, multiple_testing_risk",low,Color Spectrum is associated with 1.0pp higher Recall in Market = Colombia (n=97 with feature; ns). Small sample — treat as directional.
4d2db060,Market,Colombia,Feature,color_spectrum,Color Spectrum,Brand_Linkage_T2B,Brand Linkage,positive,large,0.558,3.46,97,27,53.64,*,0.01571,"small_sample, multiple_testing_risk",medium,Color Spectrum is associated with 3.5pp higher Brand Linkage in Market = Colombia (n=97 with feature; *). Small sample — treat as directional.
6fdaf605,Market,Colombia,Feature,color_spectrum,Color Spectrum,Uniqueness_T2B,Uniqueness,positive,medium,0.393,2.36,97,27,64.23,ns,0.06054,"small_sample, multiple_testing_risk",low,Color Spectrum is associated with 2.4pp higher Uniqueness in Market = Colombia (n=97 with feature; ns). Small sample — treat as directional.
1cc91207,Market,Colombia,Feature,color_spectrum,Color Spectrum,Shareability_T2B,Shareability,positive,medium,0.229,1.34,97,27,53.29,ns,0.31198,"small_sample, multiple_testing_risk",low,Color Spectrum is associated with 1.3pp higher Shareability in Market = Colombia (n=97 with feature; ns). Small sample — treat as directional.
af45f75e,Market,Colombia,Feature,color_spectrum,Color Spectrum,SCD_score,SCD Score,positive,medium,0.277,7.23,97,27,44.62,ns,0.21906,"small_sample, multiple_testing_risk",low,Color Spectrum is associated with 7.2pp higher SCD Score in Market = Colombia (n=97 with feature; ns). Small sample — treat as directional.
bf44500b,Market,Colombia,Feature,tone,Tone,Attention_T2B,Attention,positive,medium,0.456,2.74,44,80,65.48,**,0.00909,multiple_testing_risk,medium,Tone is associated with 2.7pp higher Attention in Market = Colombia (n=44 with feature; **).
86463e1d,Market,Colombia,Feature,tone,Tone,Persuasion_T2B,Persuasion,positive,medium,0.294,1.81,44,80,62.28,ns,0.11179,multiple_testing_risk,low,Tone is associated with 1.8pp higher Persuasion in Market = Colombia (n=44 with feature; ns).
7b57a6ce,Market,Colombia,Feature,tone,Tone,Likeability_Love_Like_T2B,Likeability,positive,medium,0.239,1.82,44,80,61.35,ns,0.1319,multiple_testing_risk,low,Tone is associated with 1.8pp higher Likeability in Market = Colombia (n=44 with feature; ns).
54c2e56a,Market,Colombia,Feature,tone,Tone,Experience_Recall_T2B,Recall,negative,small,-0.087,-0.89,44,80,37.21,ns,0.54639,multiple_testing_risk,low,Tone is associated with 0.9pp lower Recall in Market = Colombia (n=44 with feature; ns).
7355213d,Market,Colombia,Feature,tone,Tone,Brand_Linkage_T2B,Brand Linkage,positive,small,0.053,0.36,44,80,56.21,ns,0.69723,multiple_testing_risk,low,Tone is associated with 0.4pp higher Brand Linkage in Market = Colombia (n=44 with feature; ns).
d75d7cd5,Market,Colombia,Feature,tone,Tone,Uniqueness_T2B,Uniqueness,positive,medium,0.234,1.45,44,80,65.56,ns,0.24525,multiple_testing_risk,low,Tone is associated with 1.4pp higher Uniqueness in Market = Colombia (n=44 with feature; ns).
4cb87e37,Market,Colombia,Feature,tone,Tone,Shareability_T2B,Shareability,positive,medium,0.464,2.75,44,80,53.36,*,0.01463,multiple_testing_risk,medium,Tone is associated with 2.8pp higher Shareability in Market = Colombia (n=44 with feature; *).
992c46e9,Market,Colombia,Feature,tone,Tone,SCD_score,SCD Score,positive,medium,0.419,10.6,44,80,46.52,*,0.02923,multiple_testing_risk,medium,Tone is associated with 10.6pp higher SCD Score in Market = Colombia (n=44 with feature; *).
5563aac6,Market,Colombia,Feature,products,Products,Attention_T2B,Attention,positive,medium,0.286,1.73,38,86,65.93,ns,0.10224,multiple_testing_risk,low,Products is associated with 1.7pp higher Attention in Market = Colombia (n=38 with feature; ns).
9f1f8726,Market,Colombia,Feature,products,Products,Persuasion_T2B,Persuasion,positive,medium,0.374,2.21,38,86,62.24,*,0.01935,multiple_testing_risk,medium,Products is associated with 2.2pp higher Persuasion in Market = Colombia (n=38 with feature; *).
7ebe05e0,Market,Colombia,Feature,products,Products,Likeability_Love_Like_T2B,Likeability,positive,medium,0.41,2.98,38,86,61.08,*,0.0144,multiple_testing_risk,medium,Products is associated with 3.0pp higher Likeability in Market = Colombia (n=38 with feature; *).
0d29dbba,Market,Colombia,Feature,products,Products,Experience_Recall_T2B,Recall,negative,small,-0.059,-0.61,38,86,37.08,ns,0.69837,multiple_testing_risk,low,Products is associated with 0.6pp lower Recall in Market = Colombia (n=38 with feature; ns).
13d8ca3a,Market,Colombia,Feature,products,Products,Brand_Linkage_T2B,Brand Linkage,positive,small,0.183,1.18,38,86,55.98,ns,0.20182,multiple_testing_risk,low,Products is associated with 1.2pp higher Brand Linkage in Market = Colombia (n=38 with feature; ns).
e23c9d68,Market,Colombia,Feature,products,Products,Uniqueness_T2B,Uniqueness,positive,small,0.058,0.35,38,86,65.97,ns,0.70238,multiple_testing_risk,low,Products is associated with 0.4pp higher Uniqueness in Market = Colombia (n=38 with feature; ns).
2bce6334,Market,Colombia,Feature,products,Products,Shareability_T2B,Shareability,positive,small,0.197,1.16,38,86,53.98,ns,0.19426,multiple_testing_risk,low,Products is associated with 1.2pp higher Shareability in Market = Colombia (n=38 with feature; ns).
c3ae0875,Market,Colombia,Feature,products,Products,SCD_score,SCD Score,positive,medium,0.269,6.67,38,86,48.23,ns,0.15958,multiple_testing_risk,low,Products is associated with 6.7pp higher SCD Score in Market = Colombia (n=38 with feature; ns).
ae36251e,Market,Colombia,Feature,occasions,Occasions,Attention_T2B,Attention,positive,medium,0.279,1.74,33,91,65.99,ns,0.13259,multiple_testing_risk,low,Occasions is associated with 1.7pp higher Attention in Market = Colombia (n=33 with feature; ns).
689649a6,Market,Colombia,Feature,occasions,Occasions,Persuasion_T2B,Persuasion,negative,small,-0.03,-0.18,33,91,62.97,ns,0.85199,multiple_testing_risk,low,Occasions is associated with 0.2pp lower Persuasion in Market = Colombia (n=33 with feature; ns).
b4a45a05,Market,Colombia,Feature,occasions,Occasions,Likeability_Love_Like_T2B,Likeability,positive,large,0.573,4.24,33,91,60.86,**,0.00422,multiple_testing_risk,medium,Occasions is associated with 4.2pp higher Likeability in Market = Colombia (n=33 with feature; **).
bcbfd30c,Market,Colombia,Feature,occasions,Occasions,Experience_Recall_T2B,Recall,positive,medium,0.292,3.14,33,91,36.06,ns,0.24185,multiple_testing_risk,low,Occasions is associated with 3.1pp higher Recall in Market = Colombia (n=33 with feature; ns).
321002c5,Market,Colombia,Feature,occasions,Occasions,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.492,3.3,33,91,55.46,*,0.01327,multiple_testing_risk,medium,Occasions is associated with 3.3pp higher Brand Linkage in Market = Colombia (n=33 with feature; *).
4f5fd4bb,Market,Colombia,Feature,occasions,Occasions,Uniqueness_T2B,Uniqueness,positive,large,0.684,4.09,33,91,64.99,**,0.00222,multiple_testing_risk,medium,Occasions is associated with 4.1pp higher Uniqueness in Market = Colombia (n=33 with feature; **).
6c923512,Market,Colombia,Feature,occasions,Occasions,Shareability_T2B,Shareability,positive,large,0.54,3.2,33,91,53.48,**,0.00446,multiple_testing_risk,medium,Occasions is associated with 3.2pp higher Shareability in Market = Colombia (n=33 with feature; **).
e8576233,Market,Colombia,Feature,occasions,Occasions,SCD_score,SCD Score,positive,medium,0.304,7.65,33,91,48.25,ns,0.14309,multiple_testing_risk,low,Occasions is associated with 7.6pp higher SCD Score in Market = Colombia (n=33 with feature; ns).
6d96ff54,Market,Colombia,Feature,passion_point,Passion Point,Attention_T2B,Attention,positive,medium,0.227,1.4,37,87,66.04,ns,0.12624,multiple_testing_risk,low,Passion Point is associated with 1.4pp higher Attention in Market = Colombia (n=37 with feature; ns).
8cfae38e,Market,Colombia,Feature,passion_point,Passion Point,Persuasion_T2B,Persuasion,positive,small,0.108,0.66,37,87,62.73,ns,0.2894,multiple_testing_risk,low,Passion Point is associated with 0.7pp higher Persuasion in Market = Colombia (n=37 with feature; ns).
4bf2ac75,Market,Colombia,Feature,passion_point,Passion Point,Likeability_Love_Like_T2B,Likeability,positive,medium,0.389,2.83,37,87,61.15,ns,0.05058,multiple_testing_risk,low,Passion Point is associated with 2.8pp higher Likeability in Market = Colombia (n=37 with feature; ns).
259fb454,Market,Colombia,Feature,passion_point,Passion Point,Experience_Recall_T2B,Recall,negative,small,-0.063,-0.65,37,87,37.09,ns,0.78062,multiple_testing_risk,low,Passion Point is associated with 0.6pp lower Recall in Market = Colombia (n=37 with feature; ns).
98e71bd7,Market,Colombia,Feature,passion_point,Passion Point,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.271,1.76,37,87,55.82,ns,0.16877,multiple_testing_risk,low,Passion Point is associated with 1.8pp higher Brand Linkage in Market = Colombia (n=37 with feature; ns).
16e5becb,Market,Colombia,Feature,passion_point,Passion Point,Uniqueness_T2B,Uniqueness,positive,medium,0.386,2.37,37,87,65.37,ns,0.08343,multiple_testing_risk,low,Passion Point is associated with 2.4pp higher Uniqueness in Market = Colombia (n=37 with feature; ns).
116a7d7a,Market,Colombia,Feature,passion_point,Passion Point,Shareability_T2B,Shareability,positive,medium,0.477,2.83,37,87,53.49,*,0.01219,multiple_testing_risk,medium,Passion Point is associated with 2.8pp higher Shareability in Market = Colombia (n=37 with feature; *).
877be8b1,Market,Colombia,Feature,passion_point,Passion Point,SCD_score,SCD Score,positive,medium,0.278,6.94,37,87,48.21,ns,0.14938,multiple_testing_risk,low,Passion Point is associated with 6.9pp higher SCD Score in Market = Colombia (n=37 with feature; ns).
73c9cc72,Market,Colombia,Feature,intrinsic_elements,Intrinsic Elements,Attention_T2B,Attention,positive,small,0.185,1.06,22,102,66.27,ns,0.62606,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 1.1pp higher Attention in Market = Colombia (n=22 with feature; ns). Small sample — treat as directional.
42c23148,Market,Colombia,Feature,intrinsic_elements,Intrinsic Elements,Persuasion_T2B,Persuasion,positive,medium,0.278,1.63,22,102,62.63,ns,0.31854,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 1.6pp higher Persuasion in Market = Colombia (n=22 with feature; ns). Small sample — treat as directional.
9d9e9f58,Market,Colombia,Feature,intrinsic_elements,Intrinsic Elements,Likeability_Love_Like_T2B,Likeability,positive,medium,0.343,2.44,22,102,61.56,ns,0.28195,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 2.4pp higher Likeability in Market = Colombia (n=22 with feature; ns). Small sample — treat as directional.
fd935be3,Market,Colombia,Feature,intrinsic_elements,Intrinsic Elements,Experience_Recall_T2B,Recall,positive,medium,0.499,5.32,22,102,35.95,*,0.04096,"small_sample, multiple_testing_risk",medium,Intrinsic Elements is associated with 5.3pp higher Recall in Market = Colombia (n=22 with feature; *). Small sample — treat as directional.
d4464348,Market,Colombia,Feature,intrinsic_elements,Intrinsic Elements,Brand_Linkage_T2B,Brand Linkage,negative,small,-0.034,-0.21,22,102,56.38,ns,0.93484,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 0.2pp lower Brand Linkage in Market = Colombia (n=22 with feature; ns). Small sample — treat as directional.
a906ff88,Market,Colombia,Feature,intrinsic_elements,Intrinsic Elements,Uniqueness_T2B,Uniqueness,positive,small,0.125,0.76,22,102,65.94,ns,0.75604,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 0.8pp higher Uniqueness in Market = Colombia (n=22 with feature; ns). Small sample — treat as directional.
34969f6a,Market,Colombia,Feature,intrinsic_elements,Intrinsic Elements,Shareability_T2B,Shareability,positive,small,0.089,0.54,22,102,54.24,ns,0.54952,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 0.5pp higher Shareability in Market = Colombia (n=22 with feature; ns). Small sample — treat as directional.
fcf5fe84,Market,Colombia,Feature,intrinsic_elements,Intrinsic Elements,SCD_score,SCD Score,positive,small,0.147,3.6,22,102,49.64,ns,0.64003,"small_sample, multiple_testing_risk",low,Intrinsic Elements is associated with 3.6pp higher SCD Score in Market = Colombia (n=22 with feature; ns). Small sample — treat as directional.
c4f60ded,Market,Colombia,Feature,food,Food,Attention_T2B,Attention,positive,medium,0.254,1.46,26,98,66.15,ns,0.29815,"small_sample, multiple_testing_risk",low,Food is associated with 1.5pp higher Attention in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
4d2d972e,Market,Colombia,Feature,food,Food,Persuasion_T2B,Persuasion,positive,medium,0.288,1.68,26,98,62.57,ns,0.27323,"small_sample, multiple_testing_risk",low,Food is associated with 1.7pp higher Persuasion in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
a4ae89ac,Market,Colombia,Feature,food,Food,Likeability_Love_Like_T2B,Likeability,positive,large,0.509,3.43,26,98,61.27,*,0.04572,"small_sample, multiple_testing_risk",medium,Food is associated with 3.4pp higher Likeability in Market = Colombia (n=26 with feature; *). Small sample — treat as directional.
630df932,Market,Colombia,Feature,food,Food,Experience_Recall_T2B,Recall,negative,small,-0.023,-0.23,26,98,36.95,ns,0.95839,"small_sample, multiple_testing_risk",low,Food is associated with 0.2pp lower Recall in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
b9561076,Market,Colombia,Feature,food,Food,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.238,1.47,26,98,56.03,ns,0.26525,"small_sample, multiple_testing_risk",low,Food is associated with 1.5pp higher Brand Linkage in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
5e8ae7a7,Market,Colombia,Feature,food,Food,Uniqueness_T2B,Uniqueness,positive,small,0.167,0.99,26,98,65.87,ns,0.52925,"small_sample, multiple_testing_risk",low,Food is associated with 1.0pp higher Uniqueness in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
710fc25a,Market,Colombia,Feature,food,Food,Shareability_T2B,Shareability,positive,medium,0.256,1.47,26,98,54.03,ns,0.16631,"small_sample, multiple_testing_risk",low,Food is associated with 1.5pp higher Shareability in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
69a74f9b,Market,Colombia,Feature,food,Food,SCD_score,SCD Score,positive,medium,0.208,4.86,26,98,49.26,ns,0.39185,"small_sample, multiple_testing_risk",low,Food is associated with 4.9pp higher SCD Score in Market = Colombia (n=26 with feature; ns). Small sample — treat as directional.
7b82156f,Market,Colombia,Feature,seasonal,Seasonal,Attention_T2B,Attention,positive,medium,0.206,1.38,10,114,66.35,ns,0.5,"small_sample, multiple_testing_risk",low,Seasonal is associated with 1.4pp higher Attention in Market = Colombia (n=10 with feature; ns). Small sample — treat as directional.
1965d12e,Market,Colombia,Feature,seasonal,Seasonal,Persuasion_T2B,Persuasion,positive,small,0.019,0.11,10,114,62.91,ns,0.98902,"small_sample, multiple_testing_risk",low,Seasonal is associated with 0.1pp higher Persuasion in Market = Colombia (n=10 with feature; ns). Small sample — treat as directional.
34b651f1,Market,Colombia,Feature,seasonal,Seasonal,Likeability_Love_Like_T2B,Likeability,positive,large,0.555,4.75,10,114,61.61,ns,0.11343,"small_sample, multiple_testing_risk",low,Seasonal is associated with 4.8pp higher Likeability in Market = Colombia (n=10 with feature; ns). Small sample — treat as directional.
7f6f5a07,Market,Colombia,Feature,seasonal,Seasonal,Experience_Recall_T2B,Recall,positive,large,0.529,6.72,10,114,36.35,ns,0.19099,"small_sample, multiple_testing_risk",low,Seasonal is associated with 6.7pp higher Recall in Market = Colombia (n=10 with feature; ns). Small sample — treat as directional.
5356014c,Market,Colombia,Feature,seasonal,Seasonal,Brand_Linkage_T2B,Brand Linkage,positive,large,0.615,4.5,10,114,55.98,*,0.04695,"small_sample, multiple_testing_risk",low,Seasonal is associated with 4.5pp higher Brand Linkage in Market = Colombia (n=10 with feature; *). Small sample — treat as directional.
1077ccea,Market,Colombia,Feature,seasonal,Seasonal,Uniqueness_T2B,Uniqueness,positive,large,0.755,4.93,10,114,65.68,*,0.03441,"small_sample, multiple_testing_risk",low,Seasonal is associated with 4.9pp higher Uniqueness in Market = Colombia (n=10 with feature; *). Small sample — treat as directional.
c10a33dd,Market,Colombia,Feature,seasonal,Seasonal,Shareability_T2B,Shareability,positive,medium,0.234,1.61,10,114,54.21,ns,0.44901,"small_sample, multiple_testing_risk",low,Seasonal is associated with 1.6pp higher Shareability in Market = Colombia (n=10 with feature; ns). Small sample — treat as directional.
3b1a45b3,Market,Colombia,Feature,seasonal,Seasonal,SCD_score,SCD Score,positive,small,0.189,5.01,10,114,49.88,ns,0.59774,"small_sample, multiple_testing_risk",low,Seasonal is associated with 5.0pp higher SCD Score in Market = Colombia (n=10 with feature; ns). Small sample — treat as directional.
c68b586d,Market,Germany,Feature,human_presence,Human,Attention_T2B,Attention,positive,small,0.044,0.24,137,72,37.71,ns,0.98752,multiple_testing_risk,low,Human is associated with 0.2pp higher Attention in Market = Germany (n=137 with feature; ns).
c752de50,Market,Germany,Feature,human_presence,Human,Persuasion_T2B,Persuasion,positive,small,0.035,0.15,137,72,30.36,ns,0.70463,multiple_testing_risk,low,Human is associated with 0.2pp higher Persuasion in Market = Germany (n=137 with feature; ns).
dcaf3a31,Market,Germany,Feature,human_presence,Human,Likeability_Love_Like_T2B,Likeability,positive,small,0.146,0.99,137,72,36.75,ns,0.43478,multiple_testing_risk,low,Human is associated with 1.0pp higher Likeability in Market = Germany (n=137 with feature; ns).
