insight_id,filter,filter_value,insight_key,feature,feature_display,metric,metric_display,direction,effect_size,effect_size_cohen_d,evidence_uplift_pp,evidence_n_has,evidence_n_abs,evidence_baseline_pp,evidence_sig,evidence_p_value,quality_flags,confidence,text
8c17b04c,Category,Water,Feature,intrinsic_elements,Intrinsic Elements,Brand_Linkage_T2B,Brand Linkage,positive,small,0.186,2.08,65,181,48.02,ns,0.15254,multiple_testing_risk,low,Intrinsic Elements is associated with 2.1pp higher Brand Linkage in Category = Water (n=65 with feature; ns).
1527636f,Category,Water,Feature,intrinsic_elements,Intrinsic Elements,Uniqueness_T2B,Uniqueness,positive,medium,0.251,3.27,65,181,52.19,ns,0.06015,multiple_testing_risk,low,Intrinsic Elements is associated with 3.3pp higher Uniqueness in Category = Water (n=65 with feature; ns).
55e2c6a7,Category,Water,Feature,intrinsic_elements,Intrinsic Elements,Shareability_T2B,Shareability,positive,medium,0.275,3.93,65,181,38.88,*,0.03877,multiple_testing_risk,medium,Intrinsic Elements is associated with 3.9pp higher Shareability in Category = Water (n=65 with feature; *).
21d04608,Category,Water,Feature,intrinsic_elements,Intrinsic Elements,SCD_score,SCD Score,positive,medium,0.452,9.78,61,165,48.66,**,0.00384,multiple_testing_risk,high,Intrinsic Elements is associated with 9.8pp higher SCD Score in Category = Water (n=61 with feature; **).
b349fe12,Category,Water,Feature,food,Food,Attention_T2B,Attention,positive,large,0.743,8.97,35,211,54.92,***,9e-05,multiple_testing_risk,medium,Food is associated with 9.0pp higher Attention in Category = Water (n=35 with feature; ***).
7c27bd87,Category,Water,Feature,food,Food,Persuasion_T2B,Persuasion,positive,large,0.683,8.57,35,211,52.11,***,0.00016,multiple_testing_risk,medium,Food is associated with 8.6pp higher Persuasion in Category = Water (n=35 with feature; ***).
58bf32b1,Category,Water,Feature,food,Food,Likeability_Love_Like_T2B,Likeability,positive,large,0.949,10.87,35,211,52.15,***,0.0,multiple_testing_risk,medium,Food is associated with 10.9pp higher Likeability in Category = Water (n=35 with feature; ***).
4a54900b,Category,Water,Feature,food,Food,Experience_Recall_T2B,Recall,positive,medium,0.22,2.73,35,212,32.49,ns,0.17879,multiple_testing_risk,low,Food is associated with 2.7pp higher Recall in Category = Water (n=35 with feature; ns).
a591beb1,Category,Water,Feature,food,Food,Brand_Linkage_T2B,Brand Linkage,positive,large,0.613,6.41,35,211,47.66,***,0.00027,multiple_testing_risk,medium,Food is associated with 6.4pp higher Brand Linkage in Category = Water (n=35 with feature; ***).
de1ff3fd,Category,Water,Feature,food,Food,Uniqueness_T2B,Uniqueness,positive,large,0.694,8.47,35,211,51.85,***,0.00018,multiple_testing_risk,medium,Food is associated with 8.5pp higher Uniqueness in Category = Water (n=35 with feature; ***).
8125b117,Category,Water,Feature,food,Food,Shareability_T2B,Shareability,positive,large,0.679,9.24,35,211,38.61,***,0.00029,multiple_testing_risk,medium,Food is associated with 9.2pp higher Shareability in Category = Water (n=35 with feature; ***).
55639605,Category,Water,Feature,food,Food,SCD_score,SCD Score,positive,medium,0.357,7.37,34,192,50.19,ns,0.0801,multiple_testing_risk,low,Food is associated with 7.4pp higher SCD Score in Category = Water (n=34 with feature; ns).
71f18517,Category,Water,Feature,emotions,Emotions,Attention_T2B,Attention,positive,medium,0.323,3.99,10,236,56.03,ns,0.27519,"small_sample, multiple_testing_risk",low,Emotions is associated with 4.0pp higher Attention in Category = Water (n=10 with feature; ns). Small sample — treat as directional.
ac1a558c,Category,Water,Feature,emotions,Emotions,Persuasion_T2B,Persuasion,positive,small,0.026,0.34,10,236,53.32,ns,0.94393,"small_sample, multiple_testing_risk",low,Emotions is associated with 0.3pp higher Persuasion in Category = Water (n=10 with feature; ns). Small sample — treat as directional.
90344c5e,Category,Water,Feature,emotions,Emotions,Likeability_Love_Like_T2B,Likeability,positive,medium,0.421,5.0,10,236,53.49,ns,0.18148,"small_sample, multiple_testing_risk",low,Emotions is associated with 5.0pp higher Likeability in Category = Water (n=10 with feature; ns). Small sample — treat as directional.
c51b68f3,Category,Water,Feature,emotions,Emotions,Experience_Recall_T2B,Recall,positive,large,0.85,13.01,10,237,32.35,*,0.01497,"small_sample, multiple_testing_risk",low,Emotions is associated with 13.0pp higher Recall in Category = Water (n=10 with feature; *). Small sample — treat as directional.
10374640,Category,Water,Feature,emotions,Emotions,Brand_Linkage_T2B,Brand Linkage,positive,large,0.534,5.37,10,236,48.36,ns,0.18749,"small_sample, multiple_testing_risk",low,Emotions is associated with 5.4pp higher Brand Linkage in Category = Water (n=10 with feature; ns). Small sample — treat as directional.
f6385403,Category,Water,Feature,emotions,Emotions,Uniqueness_T2B,Uniqueness,positive,medium,0.367,4.33,10,236,52.88,ns,0.29774,"small_sample, multiple_testing_risk",low,Emotions is associated with 4.3pp higher Uniqueness in Category = Water (n=10 with feature; ns). Small sample — treat as directional.
590c2e30,Category,Water,Feature,emotions,Emotions,Shareability_T2B,Shareability,positive,small,0.031,0.43,10,236,39.9,ns,0.91509,"small_sample, multiple_testing_risk",low,Emotions is associated with 0.4pp higher Shareability in Category = Water (n=10 with feature; ns). Small sample — treat as directional.
19360bb7,Category,Water,Feature,emotions,Emotions,SCD_score,SCD Score,positive,small,0.161,3.06,8,218,51.19,ns,0.68573,"small_sample, multiple_testing_risk, low_value_presence",low,Emotions is associated with 3.1pp higher SCD Score in Category = Water (n=8 with feature; ns). Small sample — treat as directional.
e89fac60,Category,Water,Feature,music_style,Music Style,Attention_T2B,Attention,negative,small,-0.127,-1.35,12,234,56.26,ns,0.4453,"small_sample, multiple_testing_risk",low,Music Style is associated with 1.4pp lower Attention in Category = Water (n=12 with feature; ns). Small sample — treat as directional.
cb040c93,Category,Water,Feature,music_style,Music Style,Persuasion_T2B,Persuasion,positive,small,0.099,1.1,12,234,53.28,ns,0.84338,"small_sample, multiple_testing_risk",low,Music Style is associated with 1.1pp higher Persuasion in Category = Water (n=12 with feature; ns). Small sample — treat as directional.
46b124d5,Category,Water,Feature,music_style,Music Style,Likeability_Love_Like_T2B,Likeability,positive,small,0.182,1.99,12,234,53.6,ns,0.60746,"small_sample, multiple_testing_risk",low,Music Style is associated with 2.0pp higher Likeability in Category = Water (n=12 with feature; ns). Small sample — treat as directional.
2f66732c,Category,Water,Feature,music_style,Music Style,Experience_Recall_T2B,Recall,positive,large,0.541,8.11,12,235,32.49,ns,0.12485,"small_sample, multiple_testing_risk",low,Music Style is associated with 8.1pp higher Recall in Category = Water (n=12 with feature; ns). Small sample — treat as directional.
9e88f540,Category,Water,Feature,music_style,Music Style,Brand_Linkage_T2B,Brand Linkage,negative,medium,-0.438,-4.55,12,234,48.8,ns,0.14717,"small_sample, multiple_testing_risk",low,Music Style is associated with 4.6pp lower Brand Linkage in Category = Water (n=12 with feature; ns). Small sample — treat as directional.
88e38232,Category,Water,Feature,music_style,Music Style,Uniqueness_T2B,Uniqueness,negative,medium,-0.34,-3.65,12,234,53.23,ns,0.2501,"small_sample, multiple_testing_risk",low,Music Style is associated with 3.6pp lower Uniqueness in Category = Water (n=12 with feature; ns). Small sample — treat as directional.
64420edf,Category,Water,Feature,music_style,Music Style,Shareability_T2B,Shareability,negative,small,-0.147,-1.64,12,234,40.0,ns,0.72523,"small_sample, multiple_testing_risk",low,Music Style is associated with 1.6pp lower Shareability in Category = Water (n=12 with feature; ns). Small sample — treat as directional.
58e706e1,Category,Water,Feature,music_style,Music Style,SCD_score,SCD Score,positive,small,0.066,1.26,12,214,51.23,ns,0.83291,"small_sample, multiple_testing_risk",low,Music Style is associated with 1.3pp higher SCD Score in Category = Water (n=12 with feature; ns). Small sample — treat as directional.
3da1e0df,Category,Sports Drink / Advanced hydration,Feature,human_presence,Human,Attention_T2B,Attention,positive,medium,0.307,4.72,169,41,49.85,*,0.04024,multiple_testing_risk,medium,Human is associated with 4.7pp higher Attention in Category = Sports Drink / Advanced hydration (n=169 with feature; *).
df723526,Category,Sports Drink / Advanced hydration,Feature,human_presence,Human,Persuasion_T2B,Persuasion,positive,medium,0.352,5.13,169,41,45.16,*,0.04341,multiple_testing_risk,medium,Human is associated with 5.1pp higher Persuasion in Category = Sports Drink / Advanced hydration (n=169 with feature; *).
2f5b6554,Category,Sports Drink / Advanced hydration,Feature,human_presence,Human,Likeability_Love_Like_T2B,Likeability,positive,medium,0.479,7.13,169,41,43.61,**,0.00541,multiple_testing_risk,medium,Human is associated with 7.1pp higher Likeability in Category = Sports Drink / Advanced hydration (n=169 with feature; **).
f9e819e1,Category,Sports Drink / Advanced hydration,Feature,human_presence,Human,Experience_Recall_T2B,Recall,positive,small,0.086,1.19,169,41,27.52,ns,0.28653,multiple_testing_risk,low,Human is associated with 1.2pp higher Recall in Category = Sports Drink / Advanced hydration (n=169 with feature; ns).
7db401d8,Category,Sports Drink / Advanced hydration,Feature,human_presence,Human,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.302,3.66,169,41,42.74,ns,0.0872,multiple_testing_risk,low,Human is associated with 3.7pp higher Brand Linkage in Category = Sports Drink / Advanced hydration (n=169 with feature; ns).
6d6f0238,Category,Sports Drink / Advanced hydration,Feature,human_presence,Human,Uniqueness_T2B,Uniqueness,positive,medium,0.302,4.26,169,41,46.47,ns,0.11642,multiple_testing_risk,low,Human is associated with 4.3pp higher Uniqueness in Category = Sports Drink / Advanced hydration (n=169 with feature; ns).
a8d1308c,Category,Sports Drink / Advanced hydration,Feature,human_presence,Human,Shareability_T2B,Shareability,positive,medium,0.28,4.19,169,41,35.34,ns,0.13933,multiple_testing_risk,low,Human is associated with 4.2pp higher Shareability in Category = Sports Drink / Advanced hydration (n=169 with feature; ns).
bac3230e,Category,Sports Drink / Advanced hydration,Feature,human_presence,Human,SCD_score,SCD Score,positive,small,0.07,1.74,169,37,33.49,ns,0.18483,multiple_testing_risk,low,Human is associated with 1.7pp higher SCD Score in Category = Sports Drink / Advanced hydration (n=169 with feature; ns).
bd682391,Category,Sports Drink / Advanced hydration,Feature,product_presence,Product,Attention_T2B,Attention,positive,small,0.093,1.48,107,103,52.89,ns,0.29186,multiple_testing_risk,low,Product is associated with 1.5pp higher Attention in Category = Sports Drink / Advanced hydration (n=107 with feature; ns).
f90943c2,Category,Sports Drink / Advanced hydration,Feature,product_presence,Product,Persuasion_T2B,Persuasion,positive,small,0.085,1.3,107,103,48.63,ns,0.46867,multiple_testing_risk,low,Product is associated with 1.3pp higher Persuasion in Category = Sports Drink / Advanced hydration (n=107 with feature; ns).
4945a682,Category,Sports Drink / Advanced hydration,Feature,product_presence,Product,Likeability_Love_Like_T2B,Likeability,negative,small,-0.004,-0.06,107,103,49.38,ns,0.81324,multiple_testing_risk,low,Product is associated with 0.1pp lower Likeability in Category = Sports Drink / Advanced hydration (n=107 with feature; ns).
54d1e0fa,Category,Sports Drink / Advanced hydration,Feature,product_presence,Product,Experience_Recall_T2B,Recall,positive,small,0.108,1.43,107,103,27.75,ns,0.77297,multiple_testing_risk,low,Product is associated with 1.4pp higher Recall in Category = Sports Drink / Advanced hydration (n=107 with feature; ns).
b1d7f864,Category,Sports Drink / Advanced hydration,Feature,product_presence,Product,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.269,3.37,107,103,43.96,ns,0.07755,multiple_testing_risk,low,Product is associated with 3.4pp higher Brand Linkage in Category = Sports Drink / Advanced hydration (n=107 with feature; ns).
a482e529,Category,Sports Drink / Advanced hydration,Feature,product_presence,Product,Uniqueness_T2B,Uniqueness,positive,small,0.184,2.69,107,103,48.53,ns,0.11386,multiple_testing_risk,low,Product is associated with 2.7pp higher Uniqueness in Category = Sports Drink / Advanced hydration (n=107 with feature; ns).
2b141713,Category,Sports Drink / Advanced hydration,Feature,product_presence,Product,Shareability_T2B,Shareability,positive,small,0.117,1.82,107,103,37.79,ns,0.43055,multiple_testing_risk,low,Product is associated with 1.8pp higher Shareability in Category = Sports Drink / Advanced hydration (n=107 with feature; ns).
14d20430,Category,Sports Drink / Advanced hydration,Feature,product_presence,Product,SCD_score,SCD Score,negative,small,-0.081,-1.79,107,99,35.85,ns,0.39383,multiple_testing_risk,low,Product is associated with 1.8pp lower SCD Score in Category = Sports Drink / Advanced hydration (n=107 with feature; ns).
b5082e1b,Category,Sports Drink / Advanced hydration,Feature,animals_and_pets_presence,Animals And Pets,Attention_T2B,Attention,positive,large,0.742,9.82,10,200,53.18,*,0.04467,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 9.8pp higher Attention in Category = Sports Drink / Advanced hydration (n=10 with feature; *). Small sample — treat as directional.
43ba4dfd,Category,Sports Drink / Advanced hydration,Feature,animals_and_pets_presence,Animals And Pets,Persuasion_T2B,Persuasion,positive,medium,0.408,5.03,10,200,49.05,ns,0.39207,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 5.0pp higher Persuasion in Category = Sports Drink / Advanced hydration (n=10 with feature; ns). Small sample — treat as directional.
42c4a9d2,Category,Sports Drink / Advanced hydration,Feature,animals_and_pets_presence,Animals And Pets,Likeability_Love_Like_T2B,Likeability,positive,large,0.627,8.12,10,200,48.96,ns,0.07275,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 8.1pp higher Likeability in Category = Sports Drink / Advanced hydration (n=10 with feature; ns). Small sample — treat as directional.
ebcfddb0,Category,Sports Drink / Advanced hydration,Feature,animals_and_pets_presence,Animals And Pets,Experience_Recall_T2B,Recall,positive,medium,0.242,3.14,10,200,28.33,ns,0.43155,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 3.1pp higher Recall in Category = Sports Drink / Advanced hydration (n=10 with feature; ns). Small sample — treat as directional.
a3b8b8ce,Category,Sports Drink / Advanced hydration,Feature,animals_and_pets_presence,Animals And Pets,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.325,3.97,10,200,45.49,ns,0.2418,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 4.0pp higher Brand Linkage in Category = Sports Drink / Advanced hydration (n=10 with feature; ns). Small sample — treat as directional.
877cd6d8,Category,Sports Drink / Advanced hydration,Feature,animals_and_pets_presence,Animals And Pets,Uniqueness_T2B,Uniqueness,positive,large,0.854,9.77,10,200,49.44,*,0.01582,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 9.8pp higher Uniqueness in Category = Sports Drink / Advanced hydration (n=10 with feature; *). Small sample — treat as directional.
ddd884e7,Category,Sports Drink / Advanced hydration,Feature,animals_and_pets_presence,Animals And Pets,Shareability_T2B,Shareability,positive,medium,0.395,5.07,10,200,38.47,ns,0.36325,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 5.1pp higher Shareability in Category = Sports Drink / Advanced hydration (n=10 with feature; ns). Small sample — treat as directional.
0b387c88,Category,Sports Drink / Advanced hydration,Feature,animals_and_pets_presence,Animals And Pets,SCD_score,SCD Score,positive,medium,0.297,7.01,10,196,34.58,ns,0.35662,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 7.0pp higher SCD Score in Category = Sports Drink / Advanced hydration (n=10 with feature; ns). Small sample — treat as directional.
cba98bbd,Category,Sports Drink / Advanced hydration,Feature,indoors,Indoors,Attention_T2B,Attention,positive,medium,0.321,5.13,32,178,52.87,ns,0.08707,multiple_testing_risk,low,Indoors is associated with 5.1pp higher Attention in Category = Sports Drink / Advanced hydration (n=32 with feature; ns).
70ec0ea6,Category,Sports Drink / Advanced hydration,Feature,indoors,Indoors,Persuasion_T2B,Persuasion,positive,small,0.198,2.97,32,178,48.84,ns,0.4587,multiple_testing_risk,low,Indoors is associated with 3.0pp higher Persuasion in Category = Sports Drink / Advanced hydration (n=32 with feature; ns).
1dd38368,Category,Sports Drink / Advanced hydration,Feature,indoors,Indoors,Likeability_Love_Like_T2B,Likeability,positive,medium,0.403,6.42,32,178,48.37,*,0.03688,multiple_testing_risk,medium,Indoors is associated with 6.4pp higher Likeability in Category = Sports Drink / Advanced hydration (n=32 with feature; *).
e4583b42,Category,Sports Drink / Advanced hydration,Feature,indoors,Indoors,Experience_Recall_T2B,Recall,positive,small,0.18,2.52,32,178,28.09,ns,0.37374,multiple_testing_risk,low,Indoors is associated with 2.5pp higher Recall in Category = Sports Drink / Advanced hydration (n=32 with feature; ns).
3da0998f,Category,Sports Drink / Advanced hydration,Feature,indoors,Indoors,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.235,3.0,32,178,45.23,ns,0.32965,multiple_testing_risk,low,Indoors is associated with 3.0pp higher Brand Linkage in Category = Sports Drink / Advanced hydration (n=32 with feature; ns).
d1ee522b,Category,Sports Drink / Advanced hydration,Feature,indoors,Indoors,Uniqueness_T2B,Uniqueness,positive,medium,0.312,4.63,32,178,49.2,ns,0.12814,multiple_testing_risk,low,Indoors is associated with 4.6pp higher Uniqueness in Category = Sports Drink / Advanced hydration (n=32 with feature; ns).
c834a345,Category,Sports Drink / Advanced hydration,Feature,indoors,Indoors,Shareability_T2B,Shareability,positive,small,0.192,3.01,32,178,38.25,ns,0.43604,multiple_testing_risk,low,Indoors is associated with 3.0pp higher Shareability in Category = Sports Drink / Advanced hydration (n=32 with feature; ns).
3e2bdc2e,Category,Sports Drink / Advanced hydration,Feature,indoors,Indoors,SCD_score,SCD Score,positive,small,0.043,0.95,32,174,34.77,ns,0.81253,multiple_testing_risk,low,Indoors is associated with 1.0pp higher SCD Score in Category = Sports Drink / Advanced hydration (n=32 with feature; ns).
68259d53,Category,Sports Drink / Advanced hydration,Feature,outdoors,Outdoors,Attention_T2B,Attention,positive,medium,0.266,4.25,53,157,52.58,*,0.04302,multiple_testing_risk,medium,Outdoors is associated with 4.3pp higher Attention in Category = Sports Drink / Advanced hydration (n=53 with feature; *).
36a51f1a,Category,Sports Drink / Advanced hydration,Feature,outdoors,Outdoors,Persuasion_T2B,Persuasion,positive,medium,0.244,3.76,53,157,48.34,ns,0.07631,multiple_testing_risk,low,Outdoors is associated with 3.8pp higher Persuasion in Category = Sports Drink / Advanced hydration (n=53 with feature; ns).
cacffba6,Category,Sports Drink / Advanced hydration,Feature,outdoors,Outdoors,Likeability_Love_Like_T2B,Likeability,positive,medium,0.371,5.88,53,157,47.86,**,0.0095,multiple_testing_risk,high,Outdoors is associated with 5.9pp higher Likeability in Category = Sports Drink / Advanced hydration (n=53 with feature; **).
2cdbc94a,Category,Sports Drink / Advanced hydration,Feature,outdoors,Outdoors,Experience_Recall_T2B,Recall,positive,small,0.193,2.53,53,157,27.84,ns,0.13549,multiple_testing_risk,low,Outdoors is associated with 2.5pp higher Recall in Category = Sports Drink / Advanced hydration (n=53 with feature; ns).
b77af133,Category,Sports Drink / Advanced hydration,Feature,outdoors,Outdoors,Brand_Linkage_T2B,Brand Linkage,positive,medium,0.209,2.72,53,157,45.0,ns,0.08258,multiple_testing_risk,low,Outdoors is associated with 2.7pp higher Brand Linkage in Category = Sports Drink / Advanced hydration (n=53 with feature; ns).
cc0a5f39,Category,Sports Drink / Advanced hydration,Feature,outdoors,Outdoors,Uniqueness_T2B,Uniqueness,positive,medium,0.282,4.12,53,157,48.87,ns,0.05336,multiple_testing_risk,low,Outdoors is associated with 4.1pp higher Uniqueness in Category = Sports Drink / Advanced hydration (n=53 with feature; ns).
c133b278,Category,Sports Drink / Advanced hydration,Feature,outdoors,Outdoors,Shareability_T2B,Shareability,positive,medium,0.205,3.19,53,157,37.91,ns,0.15421,multiple_testing_risk,low,Outdoors is associated with 3.2pp higher Shareability in Category = Sports Drink / Advanced hydration (n=53 with feature; ns).
ee917427,Category,Sports Drink / Advanced hydration,Feature,outdoors,Outdoors,SCD_score,SCD Score,positive,small,0.187,4.14,53,153,33.85,ns,0.2017,multiple_testing_risk,low,Outdoors is associated with 4.1pp higher SCD Score in Category = Sports Drink / Advanced hydration (n=53 with feature; ns).
cc897194,Category,Sports Drink / Advanced hydration,Feature,color_spectrum,Color Spectrum,Attention_T2B,Attention,positive,small,0.069,1.09,160,50,52.82,ns,0.57645,multiple_testing_risk,low,Color Spectrum is associated with 1.1pp higher Attention in Category = Sports Drink / Advanced hydration (n=160 with feature; ns).
121756e3,Category,Sports Drink / Advanced hydration,Feature,color_spectrum,Color Spectrum,Persuasion_T2B,Persuasion,positive,small,0.164,2.54,160,50,47.35,ns,0.28559,multiple_testing_risk,low,Color Spectrum is associated with 2.5pp higher Persuasion in Category = Sports Drink / Advanced hydration (n=160 with feature; ns).
a79be7b7,Category,Sports Drink / Advanced hydration,Feature,color_spectrum,Color Spectrum,Likeability_Love_Like_T2B,Likeability,positive,small,0.173,2.65,160,50,47.32,ns,0.29656,multiple_testing_risk,low,Color Spectrum is associated with 2.7pp higher Likeability in Category = Sports Drink / Advanced hydration (n=160 with feature; ns).
263934ab,Category,Sports Drink / Advanced hydration,Feature,color_spectrum,Color Spectrum,Experience_Recall_T2B,Recall,positive,small,0.009,0.12,160,50,28.38,ns,0.84463,multiple_testing_risk,low,Color Spectrum is associated with 0.1pp higher Recall in Category = Sports Drink / Advanced hydration (n=160 with feature; ns).
3dbe1f5f,Category,Sports Drink / Advanced hydration,Feature,color_spectrum,Color Spectrum,Brand_Linkage_T2B,Brand Linkage,positive,small,0.004,0.05,160,50,45.65,ns,0.89289,multiple_testing_risk,low,Color Spectrum is associated with 0.0pp higher Brand Linkage in Category = Sports Drink / Advanced hydration (n=160 with feature; ns).
5da9e8ac,Category,Sports Drink / Advanced hydration,Feature,color_spectrum,Color Spectrum,Uniqueness_T2B,Uniqueness,positive,small,0.057,0.84,160,50,49.26,ns,0.69412,multiple_testing_risk,low,Color Spectrum is associated with 0.8pp higher Uniqueness in Category = Sports Drink / Advanced hydration (n=160 with feature; ns).
890d965d,Category,Sports Drink / Advanced hydration,Feature,color_spectrum,Color Spectrum,Shareability_T2B,Shareability,positive,small,0.037,0.57,160,50,38.28,ns,0.67258,multiple_testing_risk,low,Color Spectrum is associated with 0.6pp higher Shareability in Category = Sports Drink / Advanced hydration (n=160 with feature; ns).
ddeb23ea,Category,Sports Drink / Advanced hydration,Feature,color_spectrum,Color Spectrum,SCD_score,SCD Score,positive,medium,0.491,10.35,160,46,26.88,**,0.00381,multiple_testing_risk,medium,Color Spectrum is associated with 10.3pp higher SCD Score in Category = Sports Drink / Advanced hydration (n=160 with feature; **).
f23c99ef,Category,Sports Drink / Advanced hydration,Feature,tone,Tone,Attention_T2B,Attention,positive,small,0.139,2.21,79,131,52.82,ns,0.34241,multiple_testing_risk,low,Tone is associated with 2.2pp higher Attention in Category = Sports Drink / Advanced hydration (n=79 with feature; ns).
c0dc9ea3,Category,Sports Drink / Advanced hydration,Feature,tone,Tone,Persuasion_T2B,Persuasion,positive,small,0.055,0.84,79,131,48.97,ns,0.84573,multiple_testing_risk,low,Tone is associated with 0.8pp higher Persuasion in Category = Sports Drink / Advanced hydration (n=79 with feature; ns).
14bb2c93,Category,Sports Drink / Advanced hydration,Feature,tone,Tone,Likeability_Love_Like_T2B,Likeability,positive,small,0.073,1.13,79,131,48.92,ns,0.55626,multiple_testing_risk,low,Tone is associated with 1.1pp higher Likeability in Category = Sports Drink / Advanced hydration (n=79 with feature; ns).
66a288bf,Category,Sports Drink / Advanced hydration,Feature,tone,Tone,Experience_Recall_T2B,Recall,positive,small,0.097,1.3,79,131,27.99,ns,0.4981,multiple_testing_risk,low,Tone is associated with 1.3pp higher Recall in Category = Sports Drink / Advanced hydration (n=79 with feature; ns).
52b7fb2d,Category,Sports Drink / Advanced hydration,Feature,tone,Tone,Brand_Linkage_T2B,Brand Linkage,positive,small,0.09,1.13,79,131,45.26,ns,0.63918,multiple_testing_risk,low,Tone is associated with 1.1pp higher Brand Linkage in Category = Sports Drink / Advanced hydration (n=79 with feature; ns).
5f408796,Category,Sports Drink / Advanced hydration,Feature,tone,Tone,Uniqueness_T2B,Uniqueness,positive,small,0.124,1.83,79,131,49.21,ns,0.40265,multiple_testing_risk,low,Tone is associated with 1.8pp higher Uniqueness in Category = Sports Drink / Advanced hydration (n=79 with feature; ns).
1c758e33,Category,Sports Drink / Advanced hydration,Feature,tone,Tone,Shareability_T2B,Shareability,positive,small,0.036,0.55,79,131,38.5,ns,0.97943,multiple_testing_risk,low,Tone is associated with 0.6pp higher Shareability in Category = Sports Drink / Advanced hydration (n=79 with feature; ns).
14e2b675,Category,Sports Drink / Advanced hydration,Feature,tone,Tone,SCD_score,SCD Score,negative,small,-0.148,-3.2,76,130,36.1,ns,0.46965,multiple_testing_risk,low,Tone is associated with 3.2pp lower SCD Score in Category = Sports Drink / Advanced hydration (n=76 with feature; ns).
d4d756e7,Category,Sports Drink / Advanced hydration,Feature,products,Products,Attention_T2B,Attention,positive,small,0.053,0.87,70,140,53.36,ns,0.40523,multiple_testing_risk,low,Products is associated with 0.9pp higher Attention in Category = Sports Drink / Advanced hydration (n=70 with feature; ns).
6cbfcb9e,Category,Sports Drink / Advanced hydration,Feature,products,Products,Persuasion_T2B,Persuasion,positive,small,0.084,1.32,70,140,48.85,ns,0.39982,multiple_testing_risk,low,Products is associated with 1.3pp higher Persuasion in Category = Sports Drink / Advanced hydration (n=70 with feature; ns).
4c6dda78,Category,Sports Drink / Advanced hydration,Feature,products,Products,Likeability_Love_Like_T2B,Likeability,positive,small,0.003,0.05,70,140,49.33,ns,0.79752,multiple_testing_risk,low,Products is associated with 0.1pp higher Likeability in Category = Sports Drink / Advanced hydration (n=70 with feature; ns).
0d54adab,Category,Sports Drink / Advanced hydration,Feature,products,Products,Experience_Recall_T2B,Recall,positive,small,0.005,0.07,70,140,28.45,ns,0.98559,multiple_testing_risk,low,Products is associated with 0.1pp higher Recall in Category = Sports Drink / Advanced hydration (n=70 with feature; ns).
de7c236d,Category,Sports Drink / Advanced hydration,Feature,products,Products,Brand_Linkage_T2B,Brand Linkage,positive,small,0.186,2.42,70,140,44.87,ns,0.20901,multiple_testing_risk,low,Products is associated with 2.4pp higher Brand Linkage in Category = Sports Drink / Advanced hydration (n=70 with feature; ns).
5535f120,Category,Sports Drink / Advanced hydration,Feature,products,Products,Uniqueness_T2B,Uniqueness,positive,small,0.1,1.52,70,140,49.4,ns,0.39982,multiple_testing_risk,low,Products is associated with 1.5pp higher Uniqueness in Category = Sports Drink / Advanced hydration (n=70 with feature; ns).
515db61f,Category,Sports Drink / Advanced hydration,Feature,products,Products,Shareability_T2B,Shareability,positive,small,0.127,2.04,70,140,38.03,ns,0.35808,multiple_testing_risk,low,Products is associated with 2.0pp higher Shareability in Category = Sports Drink / Advanced hydration (n=70 with feature; ns).
1298578e,Category,Sports Drink / Advanced hydration,Feature,products,Products,SCD_score,SCD Score,negative,medium,-0.361,-7.61,70,136,37.5,*,0.03959,multiple_testing_risk,medium,Products is associated with 7.6pp lower SCD Score in Category = Sports Drink / Advanced hydration (n=70 with feature; *).
2ffc2aae,Category,Sports Drink / Advanced hydration,Feature,occasions,Occasions,Attention_T2B,Attention,positive,medium,0.232,3.68,43,167,52.89,ns,0.14259,multiple_testing_risk,low,Occasions is associated with 3.7pp higher Attention in Category = Sports Drink / Advanced hydration (n=43 with feature; ns).
ae0e36da,Category,Sports Drink / Advanced hydration,Feature,occasions,Occasions,Persuasion_T2B,Persuasion,positive,small,0.126,1.86,43,167,48.91,ns,0.6791,multiple_testing_risk,low,Occasions is associated with 1.9pp higher Persuasion in Category = Sports Drink / Advanced hydration (n=43 with feature; ns).
8bb10771,Category,Sports Drink / Advanced hydration,Feature,occasions,Occasions,Likeability_Love_Like_T2B,Likeability,positive,medium,0.36,5.6,43,167,48.2,*,0.04104,multiple_testing_risk,medium,Occasions is associated with 5.6pp higher Likeability in Category = Sports Drink / Advanced hydration (n=43 with feature; *).
